city,country,population,reference_date,state
Guănghàn,China,235872,2010-11-01,sichuan
Guăngyuán,China,407756,2010-11-01,sichuan
Gŭlìn,China,121995,2010-11-01,sichuan
Hànyuán,China,53910,2010-11-01,sichuan
Héjiāng,China,214805,2010-11-01,sichuan
Hóngyă,China,90176,2010-11-01,sichuan
Huáyíng,China,119228,2010-11-01,sichuan
Huìdōng,China,69925,2010-11-01,sichuan
Huìlĭ,China,133074,2010-11-01,sichuan
Jiājiāng,China,85238,2010-11-01,sichuan
Jiāng'ān,China,118708,2010-11-01,sichuan
Jiàngé,China,105487,2010-11-01,sichuan
Jiāngyóu,China,312154,2010-11-01,sichuan
Jiănyáng,China,365386,2010-11-01,sichuan
Jĭngyán,China,73047,2010-11-01,sichuan
Jīntáng,China,186844,2010-11-01,sichuan
Jūnlián,China,76094,2010-11-01,sichuan
Kāijiāng,China,125558,2010-11-01,sichuan
Kāngdìng,China,60439,2010-11-01,sichuan
Lángzhōng,China,242535,2010-11-01,sichuan
Léibō,China,40759,2010-11-01,sichuan
Lèshān [ Leshan ],China,659267,2010-11-01,sichuan
Lèzhì,China,157625,2010-11-01,sichuan
Línshuĭ,China,188626,2010-11-01,sichuan
Lóngchāng,China,289494,2010-11-01,sichuan
Luójiāng,China,79269,2010-11-01,sichuan
Lúxiàn,China,269241,2010-11-01,sichuan
Lúzhōu [ Luzhou ],China,742274,2010-11-01,sichuan
Măbiān,China,24510,2010-11-01,sichuan
Mă'ĕrkāng ( Barkam ),China,28783,2010-11-01,sichuan
Méishān ( incl. Péngshān ),China,497896,2010-11-01,sichuan
Miănníng,China,100195,2010-11-01,sichuan
Miányáng ( incl. Ānzhōu ) [ Mianyang ],China,1063272,2010-11-01,sichuan
Miánzhú,China,192001,2010-11-01,sichuan
Mĭyì,China,58299,2010-11-01,sichuan
Mùchuān,China,45281,2010-11-01,sichuan
Nánbù,China,249559,2010-11-01,sichuan
Nánchōng [ Nanchong ],China,890402,2010-11-01,sichuan
Nánjiāng,China,115831,2010-11-01,sichuan
Nánxī,China,119196,2010-11-01,sichuan
Nèijiāng,China,586445,2010-11-01,sichuan
Níngnán,China,54414,2010-11-01,sichuan
Pānzhīhuā ( Dùkǒu ),China,631258,2010-11-01,sichuan
Péng'ān,China,200531,2010-11-01,sichuan
Péngxī,China,149400,2010-11-01,sichuan
Péngzhōu ( Péngxiàn ),China,263199,2010-11-01,sichuan
Píngchāng,China,212420,2010-11-01,sichuan
Píngshān,China,28592,2010-11-01,sichuan
Pújiāng,China,73069,2010-11-01,sichuan
Qiánwéi,China,114294,2010-11-01,sichuan
Qīngchuān,China,41830,2010-11-01,sichuan
Qīngshén,China,58445,2010-11-01,sichuan
Qiónglái,China,190099,2010-11-01,sichuan
Qúxiàn,China,285024,2010-11-01,sichuan
Rénshòu,China,266795,2010-11-01,sichuan
Róngxiàn,China,180247,2010-11-01,sichuan
Sāntái,China,206740,2010-11-01,sichuan
Shèhóng,China,358735,2010-11-01,sichuan
Shífāng,China,187473,2010-11-01,sichuan
Shímián,China,39436,2010-11-01,sichuan
Suìníng,China,549826,2010-11-01,sichuan
Tōngjiāng,China,129222,2010-11-01,sichuan
Wàngcāng,China,136405,2010-11-01,sichuan
Wànyuán,China,129617,2010-11-01,sichuan
Wēiyuăn,China,260044,2010-11-01,sichuan
Wŭshèng,China,131910,2010-11-01,sichuan
Xīchāng,China,466732,2010-11-01,sichuan
Xīchōng,China,141280,2010-11-01,sichuan
Xīngwén,China,85494,2010-11-01,sichuan
Xuānhàn,China,295993,2010-11-01,sichuan
Xùyŏng,China,139129,2010-11-01,sichuan
Yă'ān ( incl. Míngshān ),China,261071,2010-11-01,sichuan
Yántíng,China,97248,2010-11-01,sichuan
Yányuán,China,59427,2010-11-01,sichuan
Yíbīn ( incl. Xùzhōu ) [ Yibin ],China,708447,2010-11-01,sichuan
Yílŏng,China,346569,2010-11-01,sichuan
Yíngshān,China,183789,2010-11-01,sichuan
Yuèchí,China,174693,2010-11-01,sichuan
Yuèxī,China,59085,2010-11-01,sichuan
Zhōngjiāng,China,269255,2010-11-01,sichuan
Zìgòng [ Zigong ],China,666204,2010-11-01,sichuan
Zĭtóng,China,61950,2010-11-01,sichuan
Zīyáng,China,376387,2010-11-01,sichuan
Zīzhōng,China,265058,2010-11-01,sichuan
Băodí,China,271992,2010-11-01,tianjin
Jìzhōu ( Jìxiàn ),China,270236,2010-11-01,tianjin
Tiānjīn [ Tientsin ],China,9735665,2010-11-01,tianjin
Aksu ( Ākèsū ),China,284872,2010-11-01,xinjiang
Altay ( Ālètài ),China,112711,2010-11-01,xinjiang
Aral ( Ālā'ĕr ),China,65175,2010-11-01,xinjiang
Artux ( Ātúshí ),China,58427,2010-11-01,xinjiang
Āwătí ( Awat ),China,49606,2010-11-01,xinjiang
Báijiăntān,China,48644,2010-11-01,xinjiang
Bay ( Bàichéng ),China,54401,2010-11-01,xinjiang
Bortala ( Bólè ),China,120138,2010-11-01,xinjiang
Chāngjí,China,303938,2010-11-01,xinjiang
Dörbiljin ( Émĭn ),China,79051,2010-11-01,xinjiang
Dúshānzi,China,69151,2010-11-01,xinjiang
Fùkāng,China,67598,2010-11-01,xinjiang
Gŏngliú ( Tokkuztara ),China,32704,2010-11-01,xinjiang
Gulja ( Yīníng ),China,368813,2010-11-01,xinjiang
Héjìng,China,43792,2010-11-01,xinjiang
Hotan ( Hétián ),China,119804,2010-11-01,xinjiang
Huòchéng,China,89083,2010-11-01,xinjiang
Hūtúbì,China,87196,2010-11-01,xinjiang
Jiāshī ( Payzawat ),China,27614,2010-11-01,xinjiang
Jímùsà'ĕr ( Jimsar ),China,36851,2010-11-01,xinjiang
Jīnghé ( Jing ),China,37079,2010-11-01,xinjiang
Karamay ( Kèlāmăyī ),China,232441,2010-11-01,xinjiang
Kargilik ( Yèchéng ),China,77552,2010-11-01,xinjiang
Kaxgar ( Kāshí ) [ Kashgar ],China,310448,2010-11-01,xinjiang
Korla ( Kù'ĕrlè ),China,425182,2010-11-01,xinjiang
"Kumul ( Hāmì, Yizhou )",China,310500,2010-11-01,xinjiang
Künes ( Xīnyuán ),China,72368,2010-11-01,xinjiang
Kuqa ( Kùchē ),China,184835,2010-11-01,xinjiang
Kuytun ( Kuítún ),China,145456,2010-11-01,xinjiang
Makit ( Màigàití ),China,53823,2010-11-01,xinjiang
Manas ( Mănàsī ),China,100214,2010-11-01,xinjiang
Maralbexi ( Bāchŭ ),China,47537,2010-11-01,xinjiang
Mòyù ( Karakax ),China,29823,2010-11-01,xinjiang
Piqan ( Shànshàn ),China,70742,2010-11-01,xinjiang
Qítái,China,88014,2010-11-01,xinjiang
Shāwān,China,136925,2010-11-01,xinjiang
Shíhézi,China,313768,2010-11-01,xinjiang
Tăchéng,China,75122,2010-11-01,xinjiang
Tiěménguān,China,77969,2020-11-01,xinjiang
Túmùshūkè [ Tumxuk ],China,128056,2020-11-01,xinjiang
Tuōkèxùn ( Toksun ),China,36752,2010-11-01,xinjiang
Turpan ( Tŭlŭfān ),China,89719,2010-11-01,xinjiang
Ürümqi ( Wūlŭmùqí ),China,2853398,2010-11-01,xinjiang
Usu ( Wūsū ),China,131661,2010-11-01,xinjiang
Wēnsù,China,61036,2010-11-01,xinjiang
Wŭjiāqú,China,75088,2010-11-01,xinjiang
Xayar ( Shāyă ),China,66032,2010-11-01,xinjiang
Xīnhé ( Toksu ),China,34846,2010-11-01,xinjiang
Yarkant ( Shāchē ),China,133835,2010-11-01,xinjiang
Yīníng ( Gulja ),China,32494,2010-11-01,xinjiang
Yútián ( Keriya ),China,34167,2010-11-01,xinjiang
Ālĭ [ Ngari ],China,95465,2010-11-01,xizang
"Chāngdū [ Qamdo, Chambo ]",China,657505,2010-11-01,xizang
Lāsà [ Lhasa ],China,559423,2010-11-01,xizang
Línzhī [ Nyingchi ],China,195109,2010-11-01,xizang
Nàqŭ [ Nagqu ],China,462381,2010-11-01,xizang
"Rìkāzé [ Shigatse, Xigazê ]",China,703292,2010-11-01,xizang
Shānnán [ Lhoka ],China,328990,2010-11-01,xizang
Ānníng,China,242151,2010-11-01,yunnan
Băoshān,China,263380,2010-11-01,yunnan
Bīnchuān,China,105933,2010-11-01,yunnan
Chāngníng,China,80440,2010-11-01,yunnan
Chéngjiāng,China,69008,2010-11-01,yunnan
Chŭxióng,China,331991,2010-11-01,yunnan
Dàguān,China,53870,2010-11-01,yunnan
Dàlĭ,China,367122,2010-11-01,yunnan
Dàyáo,China,49532,2010-11-01,yunnan
Dōngchuān,China,113632,2010-11-01,yunnan
Fèngqìng,China,76529,2010-11-01,yunnan
Fùmín,China,43410,2010-11-01,yunnan
Fùníng,China,67078,2010-11-01,yunnan
Fùyuán,China,249312,2010-11-01,yunnan
Gèjiù,China,163528,2010-11-01,yunnan
Gĕngmă,China,80657,2010-11-01,yunnan
Guăngnán,China,114529,2010-11-01,yunnan
Hèqìng,China,57738,2010-11-01,yunnan
Huáníng,China,81456,2010-11-01,yunnan
Huápíng,China,63201,2010-11-01,yunnan
Huìzé,China,234295,2010-11-01,yunnan
Jiāngchuān,China,93471,2010-11-01,yunnan
Jiànshuĭ,China,193199,2010-11-01,yunnan
Jĭngdōng,China,60984,2010-11-01,yunnan
Jĭnggŭ,China,66140,2010-11-01,yunnan
Jĭnghóng,China,205523,2010-11-01,yunnan
Jīnpíng,China,50457,2010-11-01,yunnan
Kāiyuăn,China,210801,2010-11-01,yunnan
"Kūnmíng ( incl. Chénggòng, Jìnníng ) [ Kunming ]",China,3385363,2010-11-01,yunnan
Láncāng,China,70533,2010-11-01,yunnan
Lánpíng,China,53736,2010-11-01,yunnan
Lìjiāng,China,151744,2010-11-01,yunnan
Líncāng,China,142095,2010-11-01,yunnan
Lŏngchuān,China,55100,2010-11-01,yunnan
Lŭdiàn,China,60056,2010-11-01,yunnan
Lùfēng,China,149154,2010-11-01,yunnan
Lùliáng,China,225046,2010-11-01,yunnan
Luópíng,China,194378,2010-11-01,yunnan
Lùquàn,China,83220,2010-11-01,yunnan
Lúshuĭ,China,53997,2010-11-01,yunnan
Lúxī,China,120044,2010-11-01,yunnan
Măguān,China,89859,2010-11-01,yunnan
Máng ( Lùxī ),China,131425,2010-11-01,yunnan
Mĕnghăi,China,94945,2010-11-01,yunnan
Mĕnglà,China,84625,2010-11-01,yunnan
Mĕngzì,China,212724,2010-11-01,yunnan
Mídù,China,94913,2010-11-01,yunnan
Mílè,China,213462,2010-11-01,yunnan
Mòjiāng,China,48893,2010-11-01,yunnan
Nínglàng,China,33120,2010-11-01,yunnan
Pŭ'ĕr ( Sīmáo ),China,185473,2010-11-01,yunnan
Qiăojiā,China,67272,2010-11-01,yunnan
Qiūbĕi,China,73560,2010-11-01,yunnan
Qŭjìng ( incl. Zhānyì ) [ Qujing ],China,646046,2010-11-01,yunnan
Ruìlì,China,99148,2010-11-01,yunnan
Shílín ( Lùnán ),China,87955,2010-11-01,yunnan
Shípíng,China,93657,2010-11-01,yunnan
Shīzōng,China,107004,2010-11-01,yunnan
Sōngmíng,China,106518,2010-11-01,yunnan
Téngchōng,China,135318,2010-11-01,yunnan
Tōnghăi,China,135923,2010-11-01,yunnan
Wēishān,China,55204,2010-11-01,yunnan
Wēixìn,China,55097,2010-11-01,yunnan
Wénshān,China,229430,2010-11-01,yunnan
Wŭdìng,China,58429,2010-11-01,yunnan
Xiānggélĭlā ( Zhōngdiàn ) [ Shangri-La ],China,66382,2010-11-01,yunnan
Xiángyún,China,154072,2010-11-01,yunnan
Xīnpíng,China,82108,2010-11-01,yunnan
Xuānwēi,China,584076,2010-11-01,yunnan
Xúndiàn,China,98706,2010-11-01,yunnan
Yánjīn,China,64579,2010-11-01,yunnan
Yànshān,China,147701,2010-11-01,yunnan
Yíliáng,China,35652,2010-11-01,yunnan
Yíliáng,China,176843,2010-11-01,yunnan
Yìmén,China,69279,2010-11-01,yunnan
Yíngjiāng,China,94491,2010-11-01,yunnan
Yŏngdé,China,63420,2010-11-01,yunnan
Yŏngshàn,China,68875,2010-11-01,yunnan
Yŏngshèng,China,79938,2010-11-01,yunnan
Yuánjiāng,China,70170,2010-11-01,yunnan
Yuánmóu,China,52498,2010-11-01,yunnan
Yùlóng,China,27747,2010-11-01,yunnan
Yúnxiàn,China,107425,2010-11-01,yunnan
Yùxī,China,306879,2010-11-01,yunnan
Zhāotōng,China,255861,2010-11-01,yunnan
Zhènxióng,China,209210,2010-11-01,yunnan
Ānjí,China,221553,2010-11-01,zhejiang
Cāngnán [ Cangnan ],China,439430,2010-11-01,zhejiang
Chángshān,China,91070,2010-11-01,zhejiang
Chángxīng,China,314372,2010-11-01,zhejiang
Chún'ān,China,110677,2010-11-01,zhejiang
Cíxī [ Cixi ],China,1059942,2010-11-01,zhejiang
Dàishān,China,123391,2010-11-01,zhejiang
Déqīng,China,246022,2010-11-01,zhejiang
Dòngtóu,China,39193,2010-11-01,zhejiang
Dōngyáng,China,455912,2010-11-01,zhejiang
Fènghuà,China,239992,2010-11-01,zhejiang
Hăiníng,China,397690,2010-11-01,zhejiang
Hăiyán,China,204433,2010-11-01,zhejiang
"Hángzhōu ( incl. Xiāoshān, Yúháng, Fùyáng, Lín'ān ) [ Hangchou ]",China,5849537,2010-11-01,zhejiang
Húzhōu [ Huzhou ],China,748471,2010-11-01,zhejiang
Jiàndé,China,183518,2010-11-01,zhejiang
Jiāngshān,China,200341,2010-11-01,zhejiang
Jiāshàn,China,288588,2010-11-01,zhejiang
Jiāxīng [ Jiaxing ],China,762643,2010-11-01,zhejiang
Jīnhuá [ Jinhua ],China,710597,2010-11-01,zhejiang
Jìnyún,China,153793,2010-11-01,zhejiang
Kāihuà,China,93045,2010-11-01,zhejiang
Lánxī,China,208272,2010-11-01,zhejiang
Línhăi,China,503377,2010-11-01,zhejiang
Lìshuĭ,China,293968,2010-11-01,zhejiang
Lónggǎng,China,450286,,zhejiang
Lóngquán,China,117239,2010-11-01,zhejiang
Lóngyóu,China,129689,2010-11-01,zhejiang
Níngbō ( incl. Yínzhōu ) [ Ningbo ],China,2583073,2010-11-01,zhejiang
Nínghăi,China,363121,2010-11-01,zhejiang
Pán'ān,China,69696,2010-11-01,zhejiang
Pínghú,China,346892,2010-11-01,zhejiang
Píngyáng,China,375144,2010-11-01,zhejiang
Pŭjiāng,China,245741,2010-11-01,zhejiang
Qīngtián,China,145077,2010-11-01,zhejiang
Qìngyuán,China,65056,2010-11-01,zhejiang
Qúzhōu,China,422688,2010-11-01,zhejiang
Ruì'ān,China,927383,2010-11-01,zhejiang
Sānmén,China,140032,2010-11-01,zhejiang
"Shàoxīng ( incl. Shàngyú, Shàoxīng )",China,1725726,2010-11-01,zhejiang
Shèngzhōu ( Shèngxiàn ),China,345674,2010-11-01,zhejiang
Sōngyáng,China,66183,2010-11-01,zhejiang
Suìchāng,China,75311,2010-11-01,zhejiang
Tàishùn,China,93659,2010-11-01,zhejiang
Táizhōu [ Taizhou ],China,1189276,2010-11-01,zhejiang
Tiāntái,China,193896,2010-11-01,zhejiang
Tónglú,China,228918,2010-11-01,zhejiang
Tóngxiāng,China,400417,2010-11-01,zhejiang
Wénchéng,China,83892,2010-11-01,zhejiang
Wēnlĭng,China,749013,2010-11-01,zhejiang
Wēnzhōu [ Wenzhou ],China,2686825,2010-11-01,zhejiang
Wŭyì,China,216434,2010-11-01,zhejiang
Xiàngshān,China,276125,2010-11-01,zhejiang
Xiānjū,China,177590,2010-11-01,zhejiang
Xīnchāng,China,199541,2010-11-01,zhejiang
Yìwū [ Yiwu ],China,878903,2010-11-01,zhejiang
Yŏngjiā,China,441744,2010-11-01,zhejiang
Yŏngkāng,China,376246,2010-11-01,zhejiang
Yuèqīng,China,725972,2010-11-01,zhejiang
Yùhuán,China,362135,2010-11-01,zhejiang
Yúnhé,China,64798,2010-11-01,zhejiang
Yúyáo,China,672909,2010-11-01,zhejiang
Zhōushān,China,542190,2010-11-01,zhejiang
Zhūjì,China,606683,2010-11-01,zhejiang
